epoch,lr,train_total_loss,train_mlm_loss,train_vhm_loss,val_roc_auc,val_pr_auc,val_f1_unsupervised,val_precision_unsupervised,val_recall_unsupervised,val_seq_threshold_unsupervised,val_distance_threshold_unsupervised,val_tuned_sequence_threshold,val_f1_tuned,val_precision_tuned,val_recall_tuned
1,0.0002,11.084985009428271,11.084985009428271,0.0,0.7923491766357332,0.20428161382154264,0.0,0.0,0.0,1.0,47.976802825927734,0.99,0.6108663729809104,0.4397463002114165,1.0
2,0.0002,13.123070203446787,5.349483605936755,77.73586486797699,0.9756683306211608,0.8112533850664843,0.5636192271442035,0.6842105263157895,0.4791666666666667,1.0,1.695394384860993,0.99,0.623991935483871,0.4551470588235294,0.9919871794871795
3,0.0002,7.501106607690865,4.054768416399325,34.46338131184368,0.989250038483529,0.896574648659158,0.5864077669902913,0.7438423645320197,0.483974358974359,1.0,1.005714035034181,0.99,0.712,0.5532859680284192,0.9983974358974359
4,0.0002,5.836251861572541,3.5095291736084593,23.267226579895933,0.9958122819266687,0.9563638991547405,0.5909980430528375,0.7587939698492462,0.483974358974359,1.0,0.8499451041221631,0.99,0.7298410829899941,0.5767441860465117,0.9935897435897436
5,0.0002,5.08133128083903,3.2673711137419796,18.139601369643675,0.998166076585888,0.9758707293808065,0.8981684981684982,0.8272604588394062,0.9823717948717948,1.0,0.7647656738758098,0.99,0.7454981992797118,0.5959692898272553,0.9951923076923077
6,0.0002,4.577869360310487,3.096224696141583,14.816446343250982,0.9976375007330197,0.9737779567849832,0.8832853025936599,0.8023560209424084,0.9823717948717948,1.0,0.7312576889991763,0.98,0.7475845410628019,0.5998062015503876,0.9919871794871795
7,0.0002,4.206525000805061,2.9711814899509235,12.35343480623442,0.9986473497676328,0.9804440162577437,0.9198501872659176,0.8635724331926864,0.9839743589743589,1.0,0.6780331790447236,0.99,0.7953667953667953,0.6645161290322581,0.9903846153846154
8,0.0002,3.9693788064897033,2.8642792882957484,11.050994964696727,0.9982400657518582,0.9779077677270895,0.8633802816901408,0.7701005025125628,0.9823717948717948,1.0,0.6976973235607149,0.96,0.7551766138855055,0.6090373280943026,0.9935897435897436
9,0.0002,3.678870381229452,2.7907244695655407,8.88145891977248,0.9986435701353155,0.9809452644074644,0.9105691056910569,0.8449931412894376,0.9871794871794872,1.0,0.6246219038963319,0.98,0.8078175895765473,0.6805708013172338,0.9935897435897436
10,0.0002,3.499729746518007,2.724611347208528,7.751183758691259,0.9983599831772002,0.9789293202896887,0.9190404797601199,0.8633802816901408,0.9823717948717948,1.0,0.5399869084358216,0.96,0.8025889967637541,0.6731813246471227,0.9935897435897436
11,0.0002,3.3568049768008574,2.6756943127470265,6.8111063845721365,0.9982476250164929,0.9772790295174393,0.9156086631814787,0.8573426573426574,0.9823717948717948,1.0,0.5309105217456821,0.95,0.8089005235602095,0.6836283185840708,0.9903846153846154
12,0.0002,3.2234747797140053,2.6223459776478433,6.011287790763211,0.9987751700605474,0.9814233031324004,0.9117647058823529,0.842391304347826,0.9935897435897436,1.0,0.5141056537628175,0.96,0.8184818481848185,0.6958473625140292,0.9935897435897436
13,0.0002,3.103808961761126,2.5979747466359058,5.058342021007964,0.9979452544311034,0.9759225244203654,0.8289384719405003,0.7169590643274854,0.9823717948717948,1.0,0.5564259588718422,0.94,0.7528840315725561,0.6060606060606061,0.9935897435897436
14,0.0002,3.007820790442734,2.5391686137293186,4.686521721790692,0.9987500870460776,0.981618485885509,0.9171597633136095,0.8516483516483516,0.9935897435897436,1.0,0.48299342989921606,0.96,0.8195637805684072,0.6974128233970753,0.9935897435897436
15,0.0002,2.9248340494302316,2.499204552301288,4.256294950930445,0.9984686762399027,0.9786191958586674,0.9238884702336096,0.871977240398293,0.9823717948717948,1.0,0.42156298160552985,0.93,0.8365837256220578,0.7207415990730012,0.9967948717948718
16,0.0002,2.83105645707294,2.4613084339312286,3.697480220635795,0.9947159594860067,0.9462711713338751,0.8418833450456782,0.7496871088861077,0.9599358974358975,1.0,0.48540585935115815,0.97,0.7613219094247246,0.6158415841584158,0.9967948717948718
17,0.0002,2.765710570655664,2.44677865931227,3.1893190866353893,0.9906798848426207,0.9106148304079472,0.5566820276497696,0.6550976138828634,0.483974358974359,1.0,0.43896245658397687,0.93,0.7816236626809314,0.6435233160621762,0.9951923076923077
18,0.0001,2.6296973347874517,2.3668623037383996,2.6283503104905237,0.9947185937751976,0.9499550050739322,0.592156862745098,0.7626262626262627,0.483974358974359,1.0,0.3993028312921532,0.96,0.8274483677548301,0.7080957810718358,0.9951923076923077
19,0.0001,2.5852450432467378,2.348420127600271,2.368249152286256,0.9983658244271452,0.9778107308123928,0.9135618479880775,0.8537604456824512,0.9823717948717948,1.0,0.3614007711410523,0.94,0.8292029470864032,0.7123130034522439,0.9919871794871795
