epoch,lr,train_total_loss,train_mlm_loss,train_vhm_loss,val_roc_auc,val_pr_auc,val_f1_unsupervised,val_precision_unsupervised,val_recall_unsupervised,val_seq_threshold_unsupervised,val_distance_threshold_unsupervised,val_tuned_sequence_threshold,val_f1_tuned,val_precision_tuned,val_recall_tuned
1,0.0002,8.362198011217993,8.362198011217993,0.0,0.7659346191495344,0.3915162702391891,0.0,0.0,0.0,1.0,58.871387786865235,0.98,0.833793738489871,0.7152448657187994,0.9994481236203091
2,0.0002,13.122647771763564,4.53328875401499,85.89358892350133,0.9884674565711593,0.9588118433844026,0.646345941975762,0.9659714599341384,0.4856512141280353,1.0,1.6396936702728253,0.97,0.8652651696129957,0.7628475147430497,0.9994481236203091
3,0.0002,7.547689732919631,3.4583035030786706,40.89386144087646,0.9900005887168933,0.9605440301821642,0.6400293255131965,0.9530567685589519,0.4817880794701987,1.0,1.0668083000183086,0.98,0.8823386114494519,0.7897950283471434,0.9994481236203091
4,0.0002,5.769246019443081,2.998969519595712,27.70276447194907,0.9974988673598899,0.9901212528290938,0.9687067294378289,0.9722067815453029,0.9652317880794702,1.0,0.8922746062278744,0.95,0.8936590180113496,0.8081213743864346,0.9994481236203091
5,0.0002,4.880407917648309,2.752432320651223,21.279755510395113,0.9980409622632471,0.9928140868790513,0.9678848283499446,0.9711111111111111,0.9646799116997793,1.0,0.794296817779539,0.96,0.9075419694312202,0.8311151904543369,0.9994481236203091
6,0.0002,4.248724947479818,2.594450139402845,16.54274781437704,0.9954590181738002,0.983637997323962,0.6452320058458166,0.9545945945945946,0.48730684326710816,1.0,0.7630711174011227,0.96,0.9091365461847389,0.833793738489871,0.9994481236203091
7,0.0002,3.909832569273577,2.5225548850516577,13.872776600692381,0.9958619784324846,0.9827747958217479,0.6414545454545455,0.9402985074626866,0.4867549668874172,1.0,0.7313605952262867,0.95,0.9213540341053703,0.8549834671705243,0.9988962472406181
8,0.0002,3.639057626323495,2.4350444531059035,12.040131479929014,0.9950249308806144,0.9807962214101624,0.6483113069016153,0.9682017543859649,0.48730684326710816,1.0,0.686410765647888,0.95,0.9279671879005383,0.8664432742939205,0.9988962472406181
9,0.0001,3.404197593747202,2.3480509241644736,10.561466497151283,0.9876803676811245,0.950157716742722,0.6379247351114359,0.9437837837837838,0.4817880794701987,1.0,0.6271762442588797,0.94,0.9265796878997186,0.8636146876490224,0.9994481236203091
10,0.0001,3.2734168879301335,2.291619022164315,9.81797846974657,0.9833984578542696,0.9348373100337791,0.6347699050401753,0.9384449244060475,0.4795805739514349,1.0,0.6424732208251953,0.96,0.9288831835686778,0.8684589534325492,0.9983443708609272
