epoch,lr,train_loss,val_loss,val_roc_auc,val_pr_auc,val_f1_at_0_5,val_precision_at_0_5,val_recall_at_0_5,val_tuned_threshold,val_tuned_f1,val_tuned_precision,val_tuned_recall
1,0.001,2.240386565787763,0.62714859290233,0.9668362945238762,0.932182645557461,0.9153120361050981,0.9301326359051,0.9009563274132113,0.55,0.9154898418199919,0.9330615082533986,0.8985677707709429
2,0.001,0.36864789475689147,0.7881813664011121,0.9687685570332463,0.9565246094381858,0.9273467441732529,0.9399377352353515,0.915088620879966,0.86,0.9418382366997381,0.9981766058530952,0.8915197191636433
3,0.001,0.27317260787619635,0.42489556157494235,0.9873044727331951,0.9752304088564328,0.9147155609775861,0.9102695050711394,0.9192052620626634,0.95,0.9297089662650824,0.9445341748279822,0.915341952645055
4,0.001,0.23406911395737987,0.4517369019999946,0.9930119406281411,0.9831915215647006,0.9278577119986812,0.9393863528888147,0.9166086114705004,0.74,0.9499615088529638,0.993686394625037,0.9099224623847567
5,0.001,0.20911882786829036,0.39526477646534,0.994209509793189,0.9864426160020827,0.9297124162071885,0.9405099150141643,0.9191600242474689,0.73,0.954516945915485,0.9968088249778391,0.9156676649144553
6,0.001,0.242147366958954,0.25406643557959724,0.9965516053108713,0.9913624385965364,0.935290126633001,0.9414762934985882,0.9291847240945651,0.69,0.956912754200654,0.99540553486417,0.9212862015616093
7,0.001,0.15326196526620056,0.39755873424329297,0.9964312562051604,0.9910011715893665,0.9311352559639415,0.942979078721529,0.919585259710297,0.77,0.9556381005423111,0.9989343227028734,0.9159390918056222
8,0.001,0.16601562545495263,0.16032488938222067,0.9988489309132728,0.9965686616149644,0.96355348078079,0.9353640669188047,0.9934948021750342,0.71,0.9847853129741774,0.9919950060588257,0.9776796619830449
9,0.001,0.13525513464922043,0.1465561157478322,0.9978729115609968,0.993705019264018,0.9583817593044404,0.9401321114331218,0.9773539497136446,0.36,0.9611770448119533,0.9350158268457525,0.9888443547730419
10,0.001,0.11994412506052737,0.16646872023042592,0.9981795516325905,0.9948852158811043,0.9521621936258048,0.9425233354903334,0.962000235236639,0.22,0.9597353622229573,0.9363155992357872,0.9843567635057497
11,0.001,0.10145621236798584,0.06494648081911529,0.9994385847418598,0.9985540217045787,0.9673481789399057,0.9422902046909047,0.9937752766292399,0.83,0.9871304506393745,0.9948358878229867,0.9795434599690573
12,0.001,0.11571192290406809,0.10869918747261954,0.9992012449140687,0.9978611664609239,0.9664484524604765,0.9516325653596204,0.98173297022447,0.73,0.9790037735153589,0.9974556857443293,0.961222144815294
13,0.001,0.12252238244919864,0.11569070030913617,0.9993575163743462,0.9982931538456339,0.9577040458703214,0.922996878251821,0.9951233635220353,0.77,0.9915290804623805,0.9955489884893923,0.987541505695441
14,0.001,0.10238979981424114,0.08250173418998982,0.9995364220734096,0.998836778477445,0.968510645812088,0.9456868458713382,0.9924633799886001,0.8,0.9924073694518458,0.9992295557104597,0.9856777077094284
15,0.001,0.10125999272205136,0.06827307026742986,0.9995101717504934,0.9986802389005968,0.9679649546240181,0.946349853925009,0.9905905344395487,0.75,0.9887877624869784,0.9987631644529772,0.9790096537497625
16,0.001,0.10669875197961513,0.06337215886140266,0.9997120957644847,0.99924684178558,0.9707079321452717,0.9486871653135257,0.9937752766292399,0.78,0.9942036760059464,0.999141081871345,0.9893148280510644
17,0.001,0.10583639172074925,0.07964123841187996,0.9994064198511513,0.9984463695647121,0.9669157735166618,0.9477923860999835,0.9868267482153682,0.8,0.9878332807130732,0.9992964265876689,0.976630144670533
18,0.001,0.09364087761593698,0.07458015098843469,0.9995842989294494,0.9988255779994506,0.968997448821956,0.9459990520101693,0.9931419472165173,0.78,0.9915825529278869,0.9984497830613575,0.9848091416576945
19,0.001,0.26700767844151974,0.05555826594536115,0.9996138001896788,0.9990375490892083,0.9678942107418547,0.9428220922052742,0.9943362255376514,0.83,0.9941884750195231,0.9978218272955115,0.9905814868765098
20,0.0005,0.08476069599969879,0.05170241236665786,0.9996515585749742,0.9992480862037625,0.9700402076883442,0.9449993135639758,0.9964443077257141,0.83,0.9963630756951877,0.9987998799879988,0.99393813276394
21,0.0005,0.07958039238877676,0.0436544094797064,0.999726191569381,0.9993724988900119,0.9712617059474815,0.9476561020538158,0.9960733576411194,0.83,0.9962359300880702,0.9987179370607115,0.993766229066201
22,0.0005,0.1183690346184925,0.05119859820407513,0.9997155153306515,0.9993289730256386,0.9708915216096367,0.9475574465153134,0.9954038379762411,0.83,0.9960249754964243,0.9990987628471811,0.9929700435187783
23,0.0005,0.07301132431778895,0.04772203775915822,0.9996144187704311,0.9991814934632123,0.9692101269163935,0.9432304688837895,0.9966614492386475,0.88,0.9956341370627344,0.9967626975706629,0.9945081292353904
24,0.0005,0.08322687711169624,0.04390565685527018,0.9997923439987361,0.9994796788178179,0.9714545430476434,0.9481626957465502,0.9959195490694581,0.84,0.99641206381174,0.9990994596758055,0.9937390863770843
25,0.0005,0.08246869580057226,0.04841431683951081,0.9997435728138762,0.9993697527458583,0.9706882334005089,0.946826448271709,0.9957838356238747,0.83,0.9961300274482227,0.999026281304601,0.993250517972984
26,0.0005,0.07599636214638825,0.03616460307023482,0.9998499261940735,0.9996046646257131,0.9726268750303582,0.9499378967706321,0.9964262125996363,0.82,0.9965161536158516,0.9992721913408965,0.9937752766292399
27,0.0005,0.07987510151712308,0.043182258959314726,0.9997956812202066,0.9994715442376108,0.9718755244631705,0.9493679623797403,0.9954762184805522,0.84,0.9958843254967623,0.9989531178880291,0.9928343300731948
28,0.0005,0.07254805297571398,0.04182800065026644,0.9997719873943332,0.9994694839272845,0.9727042980347802,0.9505219801569826,0.9959466917585749,0.82,0.996421265574752,0.9990722380891743,0.9937843241922788
29,0.0005,0.07710751345391681,0.03546139748465824,0.9998727043156381,0.9996625999982311,0.9724161964965525,0.9488223546021143,0.9972133505840202,0.8,0.9971682939537413,0.9987022180273714,0.9956390746152524
30,0.00025,0.07175621453124455,0.042264488004939336,0.9997710604120722,0.9994784234553866,0.9718286248698629,0.9482769010907651,0.9965800211712975,0.83,0.997136695601747,0.9986297267620715,0.9956481221782912
