epoch,train_loss,val_loss,val_roc_auc,val_pr_auc,val_threshold,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_balanced_accuracy,val_specificity,val_fpr,val_fnr,val_mcc,val_f1,val_precision,val_recall,val_support_pos,val_support_neg
1,1.8180916035613452,1.3066157605703637,0.9891870032363848,0.9682877639760776,0.5,440,0,333545,112059,0.7487714216534692,0.5019555729384261,1.0,0.0,0.9960888541231477,0.054107153169835484,0.007791816821469997,1.0,0.003911145876852239,112499,333545
2,0.6278669354093362,0.3922182840703984,0.991282773303289,0.9750554226111083,0.5,100924,6242,327303,11575,0.9600555102187228,0.9391980399995403,0.9812858834640004,0.01871411653599964,0.10288980346491969,0.8928772125338315,0.9188901281496825,0.941753914487804,0.8971101965350803,112499,333545
3,0.4262578684562037,0.2668556547419296,0.9982877876655027,0.9950842733069724,0.5,106760,2967,330578,5739,0.9804817461954426,0.970045430879478,0.9911046485481719,0.00889535145182809,0.051013786789215906,0.9479604458579546,0.960823665997678,0.972960164772572,0.9489862132107841,112499,333545
4,0.23199971820182283,0.13020852184702236,0.9976940910088916,0.9928397049014044,0.5,112034,8697,324848,465,0.9794594255275264,0.9848960935983662,0.9739255572711328,0.026074442728867168,0.004133370074400662,0.9479165834757086,0.9607168889079449,0.9279638203940993,0.9958666299255994,112499,333545
5,0.18121381664410646,0.0978106508975697,0.9991747088659574,0.9973500627456068,0.5,111919,790,332755,580,0.9969285541336729,0.9962379513059199,0.9976315039949633,0.0023684960050368016,0.0051556013831234055,0.9918631661672941,0.9939167347518738,0.9929907993150503,0.9948443986168766,112499,333545
6,0.14635037050711988,0.11540083217453101,0.9996213924349331,0.9991365699287623,0.5,112150,4158,329387,349,0.9898956156791706,0.9922158330827937,0.9875339159633633,0.012466084036636736,0.0031022497977759803,0.9737537587005329,0.9803021760697881,0.9642500945764694,0.996897750202224,112499,333545
7,0.15832831941518086,0.09249765180598067,0.9995545124688451,0.9988052416074522,0.5,111903,1205,332340,596,0.995962281747989,0.9955447345993561,0.9963872940682666,0.0036127059317333492,0.005297824869554396,0.9893213231179897,0.992017091668255,0.9893464653251759,0.9947021751304456,112499,333545
8,0.16159218895950267,0.07755476931164496,0.9996407730073171,0.9990515517135267,0.5,111975,3495,330050,524,0.9909896781483442,0.992431917284627,0.9895216537498688,0.010478346250131167,0.0046578191806149385,0.9764697839932414,0.9823704100118876,0.9697323980254612,0.9953421808193851,112499,333545
9,0.1311175638017656,0.0601732456593372,0.999777860589366,0.9994302982049712,0.5,112094,2112,331433,405,0.9943570589448575,0.9950339944032516,0.9936680208067877,0.0063319791932123105,0.003600032000284447,0.9851651680851456,0.9888974658697426,0.9815071012030891,0.9963999679997155,112499,333545
10,0.11321017371560885,0.04342234230051149,0.9998228598684047,0.9995090806744936,0.5,112158,1222,332323,341,0.9964958613948399,0.9966525941890774,0.9963363264327152,0.0036636735672847744,0.003031138054560485,0.9907478154241087,0.9930803660366834,0.9892220850238137,0.9969688619454395,112499,333545
