epoch,lr,train_loss,val_loss,val_roc_auc,val_pr_auc,val_f1_at_0_5,val_precision_at_0_5,val_recall_at_0_5,val_tuned_threshold,val_tuned_f1,val_tuned_precision,val_tuned_recall
1,0.001,1.2852592219706556,0.8798659562382849,0.9649196322242896,0.9517247993867358,0.9245085419809645,0.9432248225481521,0.906520578682132,0.56,0.9407283617336323,0.9928245532932688,0.8938268477385616
2,0.001,0.42786159892032805,0.6685813989269922,0.970750307368104,0.9592774727124571,0.9252465429153757,0.9347639405719351,0.9159209966795444,0.9,0.9441074750127255,0.995475521669342,0.897780632786559
3,0.001,0.2377842915288822,0.7063016134449395,0.9762202216803741,0.9650465995738585,0.9375283730324171,0.9605778997028867,0.9155590941579885,0.73,0.9538566127524573,0.997344285277073,0.9140029133152985
4,0.001,0.23706602823249792,0.3680299745893746,0.9910484450742071,0.9829497938337108,0.9573906256572275,0.9901875483372004,0.9266966442588689,0.45,0.9578104736758628,0.988655514787315,0.9288318691360482
5,0.001,0.15386649888664222,0.38555582831246765,0.9928129892434563,0.9856034813359645,0.9569833872058934,0.9953577466991136,0.9214581052593483,0.48,0.9570657023434932,0.9950294424968018,0.9218923882852154
6,0.001,0.20700840408785579,0.2812356702589189,0.9948698474982446,0.9882124692695745,0.9320091184438343,0.9412844883270278,0.9229147629086105,0.9,0.9549534253036198,0.9974285207590298,0.915948139368661
7,0.001,0.14011340054130528,0.184449390048016,0.9983558556516924,0.995707539943883,0.9570596321267264,0.9902855318284294,0.925990934341835,0.31,0.9606523806041103,0.9707966482201753,0.9507179241271364
8,0.001,0.0882859490857668,0.17522509585099597,0.9982184563584527,0.9953768780479586,0.9541806341264869,0.9647295997632611,0.9438598713436536,0.23,0.9604392156862745,0.9516066004724774,0.9694373320546111
9,0.001,0.14054798112450242,0.14365740144435232,0.9991785766280976,0.9978597853084034,0.9600145792348705,0.9927229502493332,0.9293928180444597,0.32,0.9795251727407596,0.9823641823641823,0.9767025251748441
10,0.001,0.1353031806894493,0.13687176599083478,0.9990094896167305,0.997433959222842,0.9663223025325629,0.9929736799396653,0.9410641743646349,0.25,0.9754954283871495,0.9794593016892261,0.9715635093687516
11,0.001,0.09119544466403215,0.21552000402418459,0.9987834445799777,0.996799526343312,0.9569580365474522,0.9932736299036309,0.9232042849258553,0.18,0.9735869352184833,0.9809868469395253,0.9662978276801144
12,0.001,0.1093926787518535,0.18557998312834526,0.9986146552894857,0.9964302903605073,0.956821348093987,0.9899201934703749,0.9258642684592905,0.17,0.9689557600400746,0.9666306500990456,0.9712920824775847
13,0.0005,0.06325755464014846,0.08055942254979426,0.9996610033267302,0.9990636359634077,0.9770742408285465,0.9935836279626615,0.9611045264957884,0.28,0.9927694529698502,0.9905073266506353,0.9950419354546853
14,0.0005,0.07248843830946267,0.07777681529288732,0.9996797580779114,0.9991515043377004,0.9830851326737023,0.9946841515479862,0.9717535081925683,0.24,0.9932700869148614,0.9923864744770782,0.9941552742768736
15,0.0005,0.05866761264395372,0.03902304858709123,0.9997608984081474,0.9993629644743685,0.9940177075855468,0.9920782263878876,0.9959647868846526,0.58,0.9942073776862044,0.9930317991858397,0.9953857428501633
16,0.0005,0.037326240965773694,0.046447088783909234,0.9997753043211781,0.9994372761266792,0.9934914246346858,0.9953953044820852,0.9915948139368661,0.3,0.9936844010133913,0.993747341941672,0.9936214680575787
17,0.0005,0.15350360401747615,0.03723664609624117,0.9998227921376389,0.9995710976052661,0.9953076686617363,0.9945972805709897,0.996019072262886,0.66,0.9956444967628016,0.9964746291110447,0.9948157463787128
18,0.0005,0.03735673901073248,0.03382099583491556,0.9997919653837966,0.9994726241953868,0.9945624415225164,0.9937314834886913,0.9953947904132022,0.69,0.9950149641629803,0.9958852212373339,0.9941462267138347
19,0.0005,0.04885380799584825,0.03209318510441933,0.9997763744893459,0.9994477013009853,0.9940219406535168,0.9936265425123175,0.9944176536050015,0.5,0.9940219406535168,0.9936265425123175,0.9944176536050015
20,0.0005,0.02992454507114437,0.027888886721762207,0.9998146148826617,0.9995718609893789,0.9943052083427344,0.991834640211021,0.9967881151211921,0.67,0.9954323031141743,0.995144270329412,0.9957205026826025
21,0.00025,0.031142485504385895,0.022920600776682832,0.9998433746281918,0.9996497912112468,0.9955720624248832,0.9943679768942641,0.9967790675581533,0.73,0.9960853528839408,0.996486716528731,0.9956843124304469
22,0.00025,0.03325164763989901,0.022095660384521865,0.9998442424332022,0.9996456501679598,0.9955396080097252,0.9945193853043682,0.9965619260452198,0.73,0.9960489692471318,0.9964954540515086,0.9956028843630969
