epoch,train_loss,val_loss,val_roc_auc,val_pr_auc,val_threshold,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_balanced_accuracy,val_specificity,val_fpr,val_fnr,val_mcc,val_f1,val_precision,val_recall,val_support_pos,val_support_neg
1,1.166410843610217,0.4495886004049692,0.9912672427070801,0.9747321349839265,0.5,99408,5400,328145,13091,0.9585444485297414,0.9337224008338221,0.9838102804719003,0.016189719528099656,0.11636547880425603,0.8885231735530716,0.9149084014780932,0.9484772154797344,0.8836345211957439,112499,333545
2,0.37029666695234975,0.2838526570034434,0.997015494455237,0.9901908083869622,0.5,105100,2752,330793,7399,0.9772421554824188,0.9629898828633279,0.991749239233087,0.00825076076691301,0.06576947350643117,0.9391982583283534,0.9539325893687798,0.974483551533583,0.9342305264935689,112499,333545
3,0.24147363890695434,0.16587364527172835,0.9960977983897602,0.9863868393808971,0.5,110943,10646,322899,1556,0.9726439544080853,0.9771255168522792,0.9680822677599724,0.031917732240027585,0.013831234055413826,0.9306573434317256,0.947874303680667,0.912442737418681,0.9861687659445861,112499,333545
4,0.1816351808225981,0.11438413745610099,0.9986116553435125,0.9956628793999565,0.5,110305,3082,330463,2194,0.9881715705177068,0.9856287359536491,0.9907598674841476,0.009240132515852434,0.01950239557684957,0.9687371516799438,0.9766430854501829,0.9728187534726204,0.9804976044231505,112499,333545
5,0.15500743920883375,0.0906980384514374,0.999652292141791,0.9992351877923226,0.5,112035,3573,329972,464,0.9909493233851369,0.9925816605695377,0.9892878022455741,0.01071219775442594,0.004124481106498724,0.9763873866050895,0.98230216521194,0.9690938343367241,0.9958755188935012,112499,333545
6,0.12059822539431911,0.09765715416372298,0.9971186527605913,0.988778169383974,0.5,112190,6355,327190,309,0.9850597698881725,0.9891002037553477,0.9809470985923938,0.01905290140760617,0.002746691081698504,0.9616848583934259,0.9711570090545524,0.9463916656122148,0.9972533089183016,112499,333545
7,0.15577216667388452,0.07041777417291553,0.9996563970650093,0.9991522907798097,0.5,111985,4953,328592,514,0.9877433616414524,0.9902907499878432,0.9851504294772819,0.014849570522718075,0.00456892950159557,0.9682544750700984,0.9761721082475799,0.9576442217243325,0.9954310704984044,112499,333545
8,0.10808384019140922,0.03779137536962223,0.9998025858420834,0.9995032317043183,0.5,112197,4357,329188,302,0.9895548421231987,0.9921264132557028,0.9869372948177907,0.013062705182209297,0.002684468306384946,0.9729118846622903,0.9796597294076044,0.962618185562057,0.9973155316936151,112499,333545
9,0.10974842493286453,0.04646324972380747,0.9998616401745097,0.9996443536975256,0.5,112191,1619,331926,308,0.9956797984055384,0.9962041400619912,0.995146082237779,0.00485391776222099,0.002737802113796567,0.9886206516612278,0.991485093390011,0.9857745365082154,0.9972621978862034,112499,333545
10,0.10926036811371555,0.07986232252581081,0.9995378380154784,0.9987138751988832,0.5,109339,1497,332048,3160,0.9895593259857772,0.9837113557025725,0.9955118499752658,0.004488150024734293,0.028089138570120624,0.9722326859332364,0.979147916806591,0.9864935580497312,0.9719108614298794,112499,333545
