epoch,lr,train_total_loss,train_mlm_loss,train_vhm_loss,val_roc_auc,val_pr_auc,val_f1_unsupervised,val_precision_unsupervised,val_recall_unsupervised,val_seq_threshold_unsupervised,val_distance_threshold_unsupervised,val_tuned_sequence_threshold,val_f1_tuned,val_precision_tuned,val_recall_tuned
1,0.0002,11.006278641813442,11.006278641813442,0.0,0.6926169349518406,0.1421889407891177,0.0,0.0,0.0,1.0,45.00004577636719,0.99,0.5928741092636579,0.42133693450371373,1.0
2,0.0002,13.48636091900226,5.324103206627162,81.62257588472409,0.9704464822389351,0.7816926180997179,0.5828460038986355,0.7437810945273632,0.4791666666666667,1.0,1.6631603002548228,0.98,0.6436307374935534,0.47452471482889735,1.0
3,0.0002,7.98036744871329,4.052850797712762,39.275165783598524,0.968562850933134,0.7704645703350181,0.6114519427402862,0.844632768361582,0.4791666666666667,1.0,1.1079877853393556,0.96,0.7290813341135167,0.5741935483870968,0.9983974358974359
4,0.0002,6.327620280153937,3.5386577469379805,27.88962483661414,0.9706431376537509,0.7706675497576463,0.6092307692307692,0.8461538461538461,0.47596153846153844,1.0,0.9217083334922801,0.99,0.7507543753771877,0.6021297192642788,0.9967948717948718
5,0.0002,5.384959687681453,3.2464121833278674,21.38547461532643,0.97967382460307,0.8222138696734482,0.6203319502074689,0.8794117647058823,0.4791666666666667,1.0,0.8566252470016482,0.99,0.7789605510331872,0.6392600205549845,0.9967948717948718
6,0.0002,4.791098817737485,3.061176546213797,17.29922246607996,0.9753806204277903,0.7890519557028668,0.36770186335403726,0.8176795580110497,0.23717948717948717,1.0,0.826361894607544,0.99,0.8112344872632267,0.6846747519294377,0.9951923076923077
7,0.0002,4.33138350902911,2.929069654342568,14.023138342948805,0.9925256052909355,0.9056019166203657,0.6150670794633643,0.863768115942029,0.4775641025641026,1.0,0.6780044257640842,0.99,0.8,0.6680988184747583,0.9967948717948718
8,0.0002,4.081512196357774,2.868046525347388,12.134656494855665,0.9571856995206052,0.701158879248952,0.34782608695652173,0.6519823788546255,0.23717948717948717,1.0,0.6694579005241397,0.96,0.7997424339987121,0.6684607104413348,0.9951923076923077
9,0.0002,3.7910933873031896,2.780173386606153,10.109199790621693,0.9543273812141737,0.6992185031519832,0.351961950059453,0.6820276497695853,0.23717948717948717,1.0,0.6093816816806804,0.93,0.8049254698639015,0.675734494015234,0.9951923076923077
10,0.0002,3.615520240870974,2.726225714029947,8.892944994165708,0.9735728108369619,0.7954102761203286,0.583984375,0.7475,0.4791666666666667,1.0,0.6221504330635079,0.98,0.7933461292386437,0.6602768903088392,0.9935897435897436
11,0.0001,3.377937151185408,2.6108221239302702,7.671150059280624,0.9817931675242997,0.7732656959579471,0.347010550996483,0.6462882096069869,0.23717948717948717,1.0,0.5168520033359528,0.93,0.8184818481848185,0.6958473625140292,0.9935897435897436
12,0.0001,3.261199233930104,2.572419047351353,6.887801652413588,0.9715591830863057,0.7824412768608849,0.5934065934065934,0.7877984084880637,0.47596153846153844,1.0,0.5100061357021336,0.94,0.8144736842105263,0.6908482142857143,0.9919871794871795
